Date,XLB,XLC,XLE,XLF,XLI,XLK,XLP,XLRE,XLU,XLV,XLY
2022-02-09,-0.09827489172950983,-0.2894415657593419,0.15037833524653496,0.00847458139156868,-0.09114358224817604,-0.10503892027007045,0.03328255529955031,-0.10964650083124741,-0.008343580627085297,-0.048173065625803646,-0.1940834642234489
2022-02-10,-0.1028099147098436,-0.30417821348532526,0.16906498568289316,-0.0075159099090478625,-0.1174201048511041,-0.13916523678804998,0.008069431302032724,-0.15954706113016393,-0.06767460458471919,-0.08191582866968804,-0.2222254061235881
2022-02-11,-0.13999207076241166,-0.3396068193810443,0.2185923955012293,-0.03850918920507092,-0.1425797834430675,-0.20132029828165754,0.001559505998318396,-0.18540343817726068,-0.06029241039404016,-0.10591137473593956,-0.2717410413820451
2022-02-14,-0.16230976879747488,-0.351717602362574,0.16849300429228248,-0.06296659929650009,-0.15684733401805956,-0.21309940034969171,-0.00406075066521866,-0.20557122734678374,-0.07632880794189147,-0.13019804849655317,-0.2647837973014863
2022-02-15,-0.12428972019046784,-0.331008407080715,0.13562060999747458,-0.03652844052495569,-0.13087970148582095,-0.16506722651288686,-0.005541807059407877,-0.20198020652399357,-0.09825557011841582,-0.10306211172522897,-0.2251120765107511
2022-02-16,-0.10786376010022035,-0.33627127775566346,0.15116866744192528,-0.03404876261065788,-0.12116435438396696,-0.17678908118714895,0.004787785464839805,-0.1912871429675502,-0.08919677388974306,-0.10425669620453915,-0.2340677672844318
2022-02-17,-0.13428086353674695,-0.3780810976786571,0.1663890067890687,-0.07213869744883317,-0.15039361632641793,-0.22947440112585393,0.022565804892320487,-0.21318771070189935,-0.08892526713207513,-0.13648136939589575,-0.2876000693927415
2022-02-18,-0.13332697761447168,-0.3847770413760675,0.16018703671989326,-0.06757969845128804,-0.16390009584852228,-0.2565227375771074,0.03012478198220076,-0.22102386662064827,-0.08719064051351154,-0.15087269342091025,-0.3079242368847505
2022-02-22,-0.1584010535835351,-0.3986694352879967,0.17403230214732446,-0.0664929404691269,-0.17717720895887723,-0.27924014044287193,0.018043362914593335,-0.22082697382642208,-0.0948213777987029,-0.14969796192621393,-0.36165941927094236
2022-02-23,-0.1837251700884278,-0.41570785748550265,0.17484079335782202,-0.11420293471009005,-0.2135648431708113,-0.31324122127345944,-0.006574053918855911,-0.2396299386775359,-0.13333450048797796,-0.15472628156966023,-0.4154014403495373
2022-02-24,-0.19003966532913596,-0.3689903487920745,0.12153770475642076,-0.15174930744073648,-0.19230160090799672,-0.2535171231774297,-0.04804126719243962,-0.21899953485699344,-0.11939363383689429,-0.14828945963528548,-0.37308709527977446
2022-02-25,-0.11758324824400238,-0.3437439168813289,0.16593746225043637,-0.09022995533184663,-0.14824758190236975,-0.2362048295470155,0.017386281645148525,-0.18698601925962782,-0.06220208405280707,-0.0917848325130173,-0.34247000991162513
2022-02-28,-0.12239079381044451,-0.32928810131308756,0.2698682581383042,-0.08513862485268549,-0.10725385274013825,-0.21597155544557242,0.0036344123560263925,-0.1924557834969085,-0.035907229337619896,-0.10266275979653874,-0.30669633744783453
2022-03-01,-0.17058372245642686,-0.35792806282804646,0.27535469338142593,-0.15996548402201874,-0.1374666293814205,-0.274071433218924,-0.010825093453599388,-0.2077493979163599,-0.06780980206339132,-0.11591894206421832,-0.3456891399555371
2022-03-02,-0.10556447862869434,-0.3145441142795491,0.3368217549695816,-0.08795861064750829,-0.07198491225570242,-0.2288777475378489,0.038566270078577325,-0.15526348174558174,-0.013036044952867289,-0.06726734127653991,-0.298946592161829
2022-03-03,-0.09305200933645394,-0.3108732765007747,0.35522245513455725,-0.08273007245231542,-0.05560696004756702,-0.2376373300482703,0.06043719117502054,-0.12188732806187075,0.019952876564953658,-0.05555064567395054,-0.32224949593920454
2022-03-04,-0.11939460423054155,-0.3502902648382288,0.35494551885800635,-0.14743262556041023,-0.08850689772454054,-0.27710635284156293,0.049355178683338365,-0.13233460889591847,0.05083787039477623,-0.05074421310836644,-0.3611750443856582
2022-03-07,-0.18366560869865328,-0.40418190411418126,0.3863204399336049,-0.20076275470039381,-0.13939222538282195,-0.32660741079566463,-0.0013433533935627642,-0.1619414304826075,0.06354279167050478,-0.08699534525432402,-0.42726959100988027
2022-03-08,-0.20645243049938017,-0.42195111401950613,0.3874842501395137,-0.22540267511787365,-0.1665664710699904,-0.3429663210649491,-0.07355815551279607,-0.19203290003715237,0.015525090673431495,-0.13212451859385438,-0.43313740279895874
2022-03-09,-0.16531625841086134,-0.3835149873732687,0.28243236653821363,-0.1771618028643367,-0.14293436050635233,-0.3070937331746477,-0.06271688986528423,-0.17826472784228198,-0.006459689422185139,-0.10945483404771553,-0.4014457365496864
2022-03-10,-0.16431853802286717,-0.40180417577177396,0.35270769592438167,-0.18755709292607065,-0.1477158502684586,-0.34098747230929977,-0.07804232441886416,-0.17591350051953453,0.007979238850875318,-0.11747771254451275,-0.39204357962104386
2022-03-11,-0.17280540936595934,-0.42433174277628116,0.3442677065632536,-0.198617897060633,-0.1597233440552267,-0.3614915976656512,-0.10330454511709405,-0.18210017731196315,0.0024640402419644387,-0.13387949578116332,-0.40915339313587495
2022-03-14,-0.1811972561501261,-0.4433514139667797,0.2632849409573204,-0.17673222520025234,-0.1573163926134735,-0.4083432208057028,-0.10937292710632061,-0.19804346251628294,-0.005321784762032615,-0.12406323035825703,-0.44161967066580876
2022-03-15,-0.15451870898076653,-0.4089655416300419,0.21578155840349472,-0.14039893163106756,-0.1180634468172631,-0.34210435952091584,-0.07992821990801988,-0.19610617339371972,0.007709402917958879,-0.09591756917197738,-0.3672396289965397
2022-03-16,-0.1244566505098775,-0.36269579191464324,0.21091613154500716,-0.09405389447192433,-0.0837585870593725,-0.27334379093471683,-0.07848128730260993,-0.16548368993071177,0.010237042002446883,-0.06900556213376322,-0.30627076336169523
2022-03-17,-0.09057328382276664,-0.35404550136062324,0.2938656765879749,-0.07296972877907996,-0.06764422158538186,-0.2838553232905665,-0.0749501827527174,-0.15329658785622274,0.0022732555922874076,-0.05843044872179336,-0.2890232477165413
2022-03-18,-0.08883039180521778,-0.33114294627992513,0.2831055869821724,-0.08088510314685537,-0.06072860006819387,-0.22218393741896064,-0.07740632642869011,-0.15255138927131368,-0.020068230182984266,-0.0522693937169907,-0.23215474879549997
2022-03-21,-0.060335458081584636,-0.3433751280501967,0.4047790135229813,-0.06015257661125571,-0.038883923100211236,-0.21940907804635582,-0.05764766327828822,-0.15889971611309012,0.008832325566947578,-0.04676574851458266,-0.24083408774005222
2022-03-22,-0.03134138001696844,-0.3059193201555815,0.4048565723438647,-0.00790958879765536,-0.011426651978217527,-0.1823136362094047,-0.04347521350218532,-0.1514429870553721,0.010707561467329464,-0.04023365661570433,-0.18128156064784262
2022-03-23,-0.053012449560588405,-0.3459258685757159,0.4053218251000891,-0.0659807347532751,-0.050354523844595475,-0.2334052712626653,-0.05803012358904184,-0.17791186322587815,0.015040493785400403,-0.07992203810493954,-0.22789840580647241
2022-03-24,-0.021863153792683675,-0.3208721093116065,0.3997334257885229,-0.05514167596128187,-0.03828905980726676,-0.19928283760662824,-0.0505800910422412,-0.1728419338377521,0.02561827813975453,-0.06832259653544542,-0.23056004546570188
2022-03-25,-0.0097593281770242,-0.3206211471221311,0.42993477055120544,-0.03538797864807612,-0.03776542491092007,-0.2054147883902043,-0.03658388719378986,-0.14837197240417632,0.040633466302707894,-0.06333634534729835,-0.24612107511933984
2022-03-28,-0.033610466625632815,-0.32375823444965973,0.3388124703918865,-0.051246165213419646,-0.047606473201171416,-0.20319624442410292,-0.03893327250245466,-0.14372151456328827,0.042274950585239446,-0.059465220203014396,-0.20803946328088907
2022-03-29,-0.022714783115988933,-0.2939381920060735,0.3336447530290581,-0.04727861027257192,-0.03450338097017694,-0.15997915126181073,-0.02709822965289746,-0.09362323188946928,0.04257443724615955,-0.04538105303909093,-0.17701205597449865
2022-03-30,-0.03344024487714135,-0.301720169218357,0.37003808239590924,-0.05997583115789358,-0.038554004533174896,-0.18561689712943008,-0.030328406547307812,-0.1099453522010178,0.04555888670782979,-0.04711573027502945,-0.20692786239620026
2022-03-31,-0.0564452890030417,-0.33807368312479164,0.34608332572299566,-0.10336238547946046,-0.0655532668878413,-0.20683972378731702,-0.03189886914770798,-0.13522840479341805,0.039511660203063306,-0.06833460294648756,-0.23860220268122073
2022-04-01,-0.04022500559204205,-0.3132165303147613,0.3617189772492878,-0.10659535985113755,-0.08483141288683163,-0.20775362631890923,-0.01892079103328457,-0.10020581664905129,0.05141290160699529,-0.04889089590759267,-0.23421946929413742
2022-04-04,-0.026659832344837254,-0.2729192181747286,0.3228991513890281,-0.12689138546675754,-0.0792173572461659,-0.1822063463703002,-0.02503199179784579,-0.09706861589851087,0.04616381601956686,-0.055068312601299435,-0.2198664148807254
2022-04-05,-0.05449539841411759,-0.2933201414792915,0.2415803492543972,-0.16305054257821255,-0.12545536757534098,-0.21135754889329317,-0.029850839888905474,-0.09173450859866267,0.06239269140453583,-0.037599719861665666,-0.2568624333695914
2022-04-06,-0.07707078247952187,-0.30252531985679076,0.25519654328115554,-0.16485311228198873,-0.13105637635921027,-0.22574806006187656,-0.006312063516993736,-0.029760088954436173,0.08558266263013896,-0.0003899577630548049,-0.2778967812550771
2022-04-07,-0.05193577556618019,-0.3214634954695099,0.2562623566253216,-0.18030760237063126,-0.12900368261191997,-0.2182849032058466,0.008509546550446742,-0.04731741810048239,0.09192189511992392,0.04374589152254558,-0.2666886258430331
2022-04-08,-0.03902153335830945,-0.32902599399372384,0.29078780729391096,-0.17259874700916467,-0.13927845791258087,-0.23503600127701316,0.011727377319392744,-0.03483479178166795,0.089817752844921,0.05551809918165675,-0.2677749535318119
2022-04-11,-0.03860569389856261,-0.3453363860611628,0.22485370748666,-0.1777300169175282,-0.13455763890422046,-0.2803930599783988,0.01162942970429979,-0.05609152114444162,0.06817317340016349,0.00355370729755922,-0.2949561431191804
2022-04-12,-0.048941653569658156,-0.3698176657122976,0.21981667795195756,-0.20563314819179795,-0.14316610680529157,-0.2986274643556689,0.013349941515824672,-0.06044732476445935,0.08616255278950027,-0.0241418894793129,-0.29960108771547134
2022-04-13,-0.03001521053329706,-0.3468462509886413,0.24999518588203862,-0.20628711780040315,-0.12873720507101077,-0.27524175937163353,0.022497198084549502,-0.055131296919150315,0.07853357300582786,-0.011481814098972897,-0.2629871369761001
2022-04-14,-0.028904894215989334,-0.36625046653871896,0.26063523296472907,-0.2232276251482874,-0.13283786067958572,-0.2944357651599868,0.020103675864920376,-0.06284370721743605,0.0742804951953249,-0.0048394488979330574,-0.2693017333888883
2022-04-18,-0.018527950676076994,-0.37568343441013996,0.2497198971112733,-0.20301960215053522,-0.1337288275754957,-0.29627528274146764,0.0014517782118620218,-0.05574241015470914,0.07060455235642628,-0.025316541156547325,-0.259754162234961
2022-04-19,0.013913291900188533,-0.3322410199955762,0.22613341914608812,-0.1569076532755122,-0.08856951965616874,-0.24161011574213218,0.04061048513958622,-0.0078070555908349125,0.09757869575865039,0.008484306209828568,-0.19079517168759796
2022-04-20,0.02625282978830841,-0.4046082652601305,0.2440367234843937,-0.12769389886587823,-0.06702191649489486,-0.23006426550473819,0.0495187063175507,0.0439702565407389,0.1096380938392588,0.03989368698848696,-0.19693540291783518
2022-04-21,0.00795834156695575,-0.4424514245795247,0.18312636102295862,-0.1515802287625832,-0.07416657197245846,-0.24837382486585935,0.05474524451482529,0.04013880267835064,0.07287978211701,0.024117660560892318,-0.19683068115314054
2022-04-22,-0.04313167871320191,-0.45082675330199473,0.15354458647254415,-0.18780357517785895,-0.11315391235077583,-0.27964198542348134,0.021378833264449285,0.003836660415385891,0.03964648181702674,-0.040547692179931163,-0.21044314020647206
2022-04-25,-0.049262083602753005,-0.4356975068756703,0.07319619629599525,-0.18750266950134256,-0.11868928826112958,-0.2584412520893336,0.033831073478155865,-0.007822559084656955,0.0360385143229966,-0.023811926583934634,-0.20901371828526707
2022-04-26,-0.07052376217577871,-0.47059365816701915,0.03232777419577247,-0.23755107283759164,-0.15087170317887638,-0.3029999825715216,0.013810653788709552,-0.03653100418327747,0.032802882081157704,-0.05236446074978653,-0.2856548581521491
2022-04-27,-0.031083536647248763,-0.4929695608484061,0.06424786235821944,-0.2414412185160359,-0.13540465731194895,-0.2831325007108349,0.02944921498288574,-0.03076417945986054,0.03205146950133514,-0.05122472991469408,-0.28087322900616185
2022-04-28,-0.003438844846458289,-0.43364643445452233,0.11425393248323208,-0.21036962963609343,-0.10545782507998164,-0.20748384137787956,0.05219343376978427,0.025168713843357338,0.04503618694534109,-0.02699185249639876,-0.22121001560623904
2022-04-29,-0.04993984041853614,-0.5107941998985354,0.06408277489904263,-0.2846562441470154,-0.16307492020572378,-0.3221560875312396,-0.016520457856612727,-0.10855755166891352,-0.029888519929654668,-0.09869468197146596,-0.33340536924122066
2022-05-02,-0.07072949801590667,-0.4879029134944476,0.09211369127232047,-0.29189082241532965,-0.16901584672378045,-0.3184766889945305,-0.04672972011736918,-0.16905031963092443,-0.06949587675187763,-0.11628560438185886,-0.3426594125157725
2022-05-03,-0.06433115267881157,-0.49090024871675053,0.11010841238335994,-0.2816626162864178,-0.16973948758633678,-0.3178104997151642,-0.05144396614338005,-0.14011063686498304,-0.04807367438584336,-0.11292346043995628,-0.352176416792746
2022-05-04,-0.004899895391216977,-0.4552736600535448,0.18504682292064667,-0.23527610471943106,-0.12360933746786054,-0.26589905396920854,-0.019842874413570306,-0.13482406577590283,-0.019991059201434805,-0.08443700342784465,-0.29802356463360014
2022-05-05,-0.04972811046984309,-0.4545133000794812,0.16317295900770332,-0.27766116519740847,-0.1580207118208357,-0.3249404152002414,-0.05809333862745542,-0.1733872553064455,-0.035745539707847905,-0.11792819069067238,-0.36802986007163135
2022-05-06,-0.06097379536237855,-0.4890304963633312,0.19472895865702405,-0.30470332575622716,-0.16020471921399354,-0.34214630203218016,-0.04351936665449052,-0.17878528163237403,-0.01154883060914591,-0.12033669965195634,-0.41314631481379266
2022-05-09,-0.11831403700125535,-0.5144205617701545,-0.005248187443254976,-0.3483469277034096,-0.2060910756835714,-0.4019610201356635,-0.04615710763970876,-0.2656831758589206,-0.02500934724404027,-0.16806592168911322,-0.480603895849592
2022-05-10,-0.14507577290064713,-0.5073141663782457,0.037627368042842946,-0.3745107361995105,-0.22702345387492662,-0.38788083182618893,-0.06358784223154042,-0.29660830270625094,-0.05000184679466885,-0.16927727556232264,-0.4964893209475282
2022-05-11,-0.1646402834272379,-0.5567697166020116,0.05572641405065405,-0.39482558212736013,-0.25544676855838905,-0.45754129789653974,-0.07230236395672643,-0.32016509854546243,-0.040472084787737526,-0.1887526939430212,-0.5616658366196652
2022-05-12,-0.1624695667334281,-0.5292067625739431,0.07176877613637933,-0.39983958810003867,-0.23708781198225182,-0.4519417711734166,-0.06189811452562994,-0.2810825230271038,-0.03311447019565248,-0.1558937970051621,-0.5379803137306522
2022-05-13,-0.11871913266344117,-0.4760115922991943,0.10957258533276855,-0.3646881664161873,-0.20013383812671592,-0.37308329057246525,-0.029056666186150385,-0.2249808806684979,-0.010301559336446199,-0.1224257728171389,-0.45560379912688953
2022-05-16,-0.11398563840354799,-0.486078223077874,0.19456142511235183,-0.36901981413627016,-0.1991507183011013,-0.3873859263231707,-0.017155000177369477,-0.22917965067372056,0.005156412456327003,-0.09813321644189671,-0.49426241812062566
2022-05-17,-0.07881778120685684,-0.4646842301542391,0.22186038718622106,-0.33681661451469125,-0.1724672090927839,-0.3630524194707446,-0.03264347074809049,-0.21471559548675362,0.031090123708352284,-0.08322358091943599,-0.4741740918967665
2022-05-18,-0.1464782241710354,-0.510118990576848,0.15430314265306758,-0.3839815848858312,-0.2465528149843044,-0.4388093129089944,-0.1643780678334795,-0.27012460710633396,0.008784017056191057,-0.13495019641382436,-0.5789468385186977
2022-05-19,-0.1162786147727558,-0.4892141455262681,0.14822733347994005,-0.37360013784894397,-0.2454356412141323,-0.4304893644719706,-0.20465499407410342,-0.2653446790650091,0.0038946764164492637,-0.11458600742957678,-0.5566213724503541
2022-05-20,-0.1192344961457812,-0.4785116664000656,0.16503251087744547,-0.37637241063887505,-0.2569899547329052,-0.41821755141094374,-0.20253221888801026,-0.24067519266444032,0.01150704863067921,-0.08390271391771287,-0.5774330558295095
2022-05-23,-0.07008595784363897,-0.44642890779542055,0.24253100091229202,-0.3191534715789967,-0.2192738870957013,-0.3733359562748696,-0.15789612792114616,-0.21510671578990778,0.03684988240598923,-0.06439720437436025,-0.5427826846004956
2022-05-24,-0.06798522088552034,-0.4880657510614137,0.23441073009470462,-0.307061103296252,-0.2024894519846327,-0.37519982039920885,-0.11969944150775372,-0.18118516513406127,0.0971883597196482,-0.053337284761495414,-0.553469526990281
2022-05-25,-0.05630850321667455,-0.4912961180103845,0.2704719632761435,-0.28256665316058993,-0.20400384378247,-0.3856253394311416,-0.10174127930351258,-0.1878549347597549,0.08669521440033263,-0.05810445465496887,-0.5308221365995222
2022-05-26,-0.056883605109941116,-0.4681991159110367,0.2513101345804436,-0.27116087105930764,-0.18978897350793855,-0.35852700790255804,-0.11249241453588872,-0.21355119502595882,0.059035684721514235,-0.08013554588046101,-0.47498729657922373
2022-05-27,0.0007830337858513031,-0.4342165255944957,0.24343961282678078,-0.22802951357269416,-0.1599388973440259,-0.30098416832563557,-0.07703059152999249,-0.14573704552493838,0.08546726074303318,-0.04032827104656071,-0.4283026259228559
2022-05-31,-0.005343154673903075,-0.4240091565110483,0.19685872943832666,-0.19705727850335517,-0.16039760625261362,-0.2945364066930054,-0.08482475289232005,-0.16888764187721594,0.06609415854505232,-0.061087097294412716,-0.4067287646675627
2022-06-01,-0.04782957663416057,-0.44981539266536397,0.20401224594792622,-0.24988019600485217,-0.19152723548663594,-0.3192202841652951,-0.12039258988044639,-0.20591997485688124,0.04946903019470325,-0.10416919886079094,-0.4414842734442578
2022-06-02,0.004816662657133909,-0.40233693844627827,0.19361598661773438,-0.22273940759233507,-0.15796932692101634,-0.26691447447986794,-0.1009194409896218,-0.18920367641032562,0.04443547838018261,-0.09420809637300938,-0.3726986710968686
2022-06-03,-0.011209952082885902,-0.4245589064761932,0.1784625152701683,-0.230933218022307,-0.16304328033071896,-0.29259616283409284,-0.1203445147718792,-0.220236879246415,0.01155204661950008,-0.12169116777067482,-0.40704016492315587
2022-06-06,0.04636994754061901,-0.38507653597005537,0.15860002534802384,-0.1894151909197631,-0.12848518457297498,-0.25643553331316554,-0.10127026293451502,-0.20793441450417582,0.007044662058116453,-0.10377928698293193,-0.3436823715047046
2022-06-07,0.06689258170114426,-0.37101705839400867,0.17598361181349764,-0.16952010485565863,-0.0970638155857726,-0.23061411286139688,-0.06297957617390551,-0.17811294510582645,0.035929378310711454,-0.057627921938244384,-0.3497832575992282
2022-06-08,-0.008747457248181996,-0.40236947986942334,0.21687793181523599,-0.2359701447613032,-0.14930320487766632,-0.28752137175338943,-0.09378246504669159,-0.2380284347230851,0.003084336859972378,-0.09194735746438776,-0.3885763462290663
2022-06-09,-0.05923405607650056,-0.44579818254532344,0.13142936486850593,-0.27320945688964454,-0.18497413684662845,-0.31769175896666507,-0.11316823646410842,-0.28221305075419895,-0.05259236777230239,-0.1353122527731838,-0.4245239218135427
2022-06-10,-0.11219215446776168,-0.47405752708968973,0.10414009610818786,-0.3304285306505037,-0.23189735876176565,-0.3675727751029765,-0.10949980822302888,-0.31458041240546375,-0.06414794629962735,-0.15832667428432662,-0.47201328809580034
2022-06-13,-0.18588816316261425,-0.5379731418931635,0.026536452798579135,-0.3918351097047196,-0.2889414159006815,-0.4250197683897643,-0.15602964392851035,-0.39216137239731075,-0.15401956708092246,-0.22162241336086122,-0.5302332053863975
2022-06-14,-0.21071152321529407,-0.5578874228001085,0.07434152276890994,-0.41747095321270783,-0.3070976824572099,-0.44355995657420544,-0.1990330350293976,-0.41046125760106944,-0.213248743965433,-0.2566931443304794,-0.5582733886921778
2022-06-15,-0.22567537262075216,-0.547801531147059,0.03318489946796252,-0.42242391491631304,-0.3021728530866403,-0.4377848003557886,-0.19824222385852208,-0.38347686421454946,-0.1998958172971983,-0.24982268029677002,-0.5445111258932296
2022-06-16,-0.3075554222897885,-0.6104393718697515,-0.11995196304831897,-0.47277337137885617,-0.3704870255633863,-0.5085472906975395,-0.21855848534965555,-0.4343426678135066,-0.23900620287687682,-0.28965145720859803,-0.6301389444310348
2022-06-17,-0.31579190892227416,-0.6005913765688966,-0.22410216603605274,-0.47011539847209166,-0.3778575870872474,-0.5110242318870062,-0.2271924396055326,-0.4269341645175069,-0.2476610693163414,-0.29603493485253907,-0.6305492238812767
2022-06-21,-0.2974744584730218,-0.5830395113987866,-0.17208859828716688,-0.43873875324179634,-0.35013942500090606,-0.4712614546759971,-0.18120108457526607,-0.3931352351727153,-0.22051511070982655,-0.24960484730853189,-0.5844561377030911
2022-06-22,-0.32427454745804735,-0.5952508438976676,-0.23954253143454107,-0.4550227450787522,-0.3638927863976679,-0.48940172898073425,-0.18951895742436198,-0.36750751863815073,-0.20306349916567867,-0.22547734228183028,-0.6057802310294897
2022-06-23,-0.34355310936425143,-0.5665599919252515,-0.3220598971522999,-0.44589613787920573,-0.36421453504036794,-0.4536244683865662,-0.14647254497756115,-0.32506355080693844,-0.16216670694567684,-0.16839320024923282,-0.5739072160179307
2022-06-24,-0.29523597331178253,-0.5252076162154333,-0.30201454029121344,-0.3954080484535899,-0.31381233912024087,-0.4194084583267006,-0.11701244179749903,-0.2954848671121109,-0.14005085509589127,-0.14924769242457603,-0.5252755288321543
2022-06-27,-0.31894670756666343,-0.5433117011782731,-0.27231763760571753,-0.4113088280531269,-0.32312564122229037,-0.42975353022898743,-0.13030975773221004,-0.31211136005258716,-0.1387267830682803,-0.14675274268035338,-0.5396324003280225
2022-06-28,-0.33331142139843817,-0.589048096984315,-0.20032338848911677,-0.42500312521102757,-0.3430814877039914,-0.4872305496715077,-0.15950460327165963,-0.3464719035089857,-0.15186845984338657,-0.1861889468297021,-0.6189628765961566
2022-06-29,-0.3524460667693299,-0.5980497176028923,-0.2616294516618639,-0.43581378813180327,-0.3604791550837621,-0.5007046935614059,-0.1563367991560972,-0.38118337921001,-0.1592456935295245,-0.17580650679620805,-0.6326516915355571
2022-06-30,-0.369378776025193,-0.6096828571122962,-0.3097614214131854,-0.44405602731556104,-0.3544032941475632,-0.5104980863121089,-0.15567754097224035,-0.3753489706990316,-0.14652285954496982,-0.18177125638715375,-0.6420254456553178
2022-07-01,-0.346448970031914,-0.5801963357861387,-0.2710847611552466,-0.40330439979973276,-0.3267016242892883,-0.49510422591573416,-0.12672076279654876,-0.33656253376049305,-0.10006343989855329,-0.1519549888228694,-0.6020821165653425
2022-07-05,-0.3887581001685706,-0.5530301754807154,-0.34859649260420855,-0.4066903239666312,-0.3454434587328322,-0.4735833964945869,-0.1483726212104094,-0.3600501658275331,-0.17877605577535524,-0.17008998364193328,-0.5714041240019184
2022-07-06,-0.3786633738162882,-0.5741930967857207,-0.37849061630165143,-0.40701806077877795,-0.33476278985348307,-0.4754749224953796,-0.13997723187535796,-0.3586672540448815,-0.15253227891848778,-0.14971613500177905,-0.5929287630694746
2022-07-07,-0.3574457583187707,-0.5412016290006754,-0.3045739158776784,-0.37839785610265736,-0.30242562594632394,-0.4258140050643757,-0.13906046427627122,-0.35815567389972536,-0.16023738981774285,-0.1438455079931517,-0.5375066275593017
2022-07-08,-0.36393026501183634,-0.5327682622844527,-0.31085429902985423,-0.3760487414243401,-0.3033116752242476,-0.40451211503870144,-0.15432673967713123,-0.377998157891274,-0.18428927266943806,-0.15246911068885405,-0.5163797748143357
2022-07-11,-0.3738599156138077,-0.5711785896209322,-0.33928785554923907,-0.38845202987763117,-0.31778226257539094,-0.4281707029879773,-0.16813840338642697,-0.3710871601543191,-0.1705081225804995,-0.17468044228104312,-0.5619276280637165
2022-07-12,-0.3820615689929686,-0.5684218633573336,-0.3961586297963069,-0.40711419836612,-0.31811704769396226,-0.43807491624341677,-0.17736078447332465,-0.3844827067641182,-0.1825294119632058,-0.2035563948554801,-0.5634823216290601
2022-07-13,-0.38740427890578294,-0.5644495274608958,-0.3714211318603916,-0.4176352048032176,-0.336043265751527,-0.4201416359645181,-0.17229775332193292,-0.38172120358703104,-0.1774272800064953,-0.20278946496321426,-0.5363948588760592
2022-07-14,-0.41769380998533767,-0.5762056516179151,-0.41714033425314956,-0.4393416558638816,-0.3442233306259076,-0.40159114521368683,-0.17101584598864258,-0.3952527157287259,-0.18093265899256455,-0.19905814023975602,-0.5394332986965237
2022-07-15,-0.40465690182236946,-0.5512684639406596,-0.4039181933565025,-0.3866036418439925,-0.32630595420800323,-0.38727699892066636,-0.1701450743643934,-0.37270799670874566,-0.1756951730711377,-0.16018445217342125,-0.535265226033035
2022-07-18,-0.3981242728679073,-0.5444935034060637,-0.369841252992783,-0.3830116272811275,-0.3354749809619577,-0.38116750477760797,-0.1879024707787771,-0.38398389749779155,-0.20182579602443576,-0.19512345863217728,-0.5195027394046651
2022-07-19,-0.3500383954407056,-0.48962390538852113,-0.3322738216876145,-0.33968597581781257,-0.2730802586068599,-0.334433317891062,-0.16097874809949997,-0.3371877757878471,-0.18528917461227717,-0.153794611767109,-0.4762056463521336
2022-07-20,-0.3549280722235542,-0.4814810640482561,-0.30840077669165034,-0.34543384010252437,-0.27569260187560685,-0.32523571879542834,-0.1872916376734789,-0.3630796458162471,-0.21549240260764868,-0.18104902805963946,-0.4745614539542117
2022-07-21,-0.3366956672219854,-0.44266082583898436,-0.34207482890525437,-0.34074266259272695,-0.267999102821461,-0.3005588677993081,-0.1952383344027343,-0.3616187193662826,-0.21802729698498424,-0.16463152352219457,-0.42818098080270306
2022-07-22,-0.3347601861203624,-0.47209442387428235,-0.3264435889324169,-0.3363436428749386,-0.2643659387172708,-0.3084461354710485,-0.18247429871487925,-0.34349558858619644,-0.17804762319201844,-0.16185857870099907,-0.42906576305405275
2022-07-25,-0.29416731436555665,-0.45553289580767425,-0.2403555224707119,-0.2979454739096237,-0.23299287121887957,-0.29232814990566863,-0.15872648738009354,-0.32674191365938743,-0.13894833269956094,-0.11567521241190919,-0.4223618622658284
2022-07-26,-0.3033708438672602,-0.49909329292100335,-0.2231127380562359,-0.3235052566923254,-0.2426144402625235,-0.33429274947610804,-0.16710078683186497,-0.3194981772869763,-0.12110723323072672,-0.11251121659739226,-0.48033336021325634
2022-07-27,-0.26877144752523735,-0.40389799831685624,-0.18392006160706387,-0.27371423529019606,-0.19414522527891728,-0.224457318901313,-0.13974839998619615,-0.2963060112761877,-0.10963997858441471,-0.08280839605442016,-0.37506865689826724
2022-07-28,-0.2512777998036603,-0.4008114675370366,-0.18837223351333882,-0.26026206157033505,-0.15990588733236916,-0.21193593339914535,-0.1135293572394385,-0.22795780806856375,-0.03712714717767117,-0.06832243380263714,-0.3468788099684192
2022-07-29,-0.24197562463669484,-0.4362915840132716,-0.14006660693832218,-0.24753034004994073,-0.1329161232768832,-0.22288320383765156,-0.1419714262455219,-0.2376195859414298,-0.03142122434707009,-0.08837945545080941,-0.3015717110868445
2022-08-01,-0.23774611421965902,-0.40577389757616955,-0.15245846891513054,-0.22819297077717587,-0.10380465688340586,-0.18360425411417503,-0.09167261675147256,-0.2068785080390651,0.00260585966061698,-0.07620152810744006,-0.24104129550362846
2022-08-02,-0.25313608088394896,-0.43366626441471945,-0.17299194705423843,-0.24832109462105237,-0.1261302129875656,-0.2117456972283337,-0.09397222377084548,-0.205541303282135,0.009401214116615403,-0.07679810968731417,-0.2676145702774399
2022-08-03,-0.26133323251053714,-0.39827504572390665,-0.25312764747562616,-0.2341823491819438,-0.11501090432359819,-0.16563059778907668,-0.07857107010546474,-0.20953228640155105,0.017937602056612056,-0.062332053483338506,-0.2224302244278741
